date,open,close,high,low
2015-01-05,9.012,9.269,9.279,8.907
2015-01-06,9.203,9.441,9.489,9.155
2015-01-07,9.422,9.365,9.451,9.279
2015-01-08,9.365,9.164,9.403,9.06
2015-01-09,9.184,9.136,9.269,9.117
2015-01-12,9.098,8.688,9.098,8.678
2015-01-13,8.697,8.869,8.916,8.678
2015-01-14,8.897,9.04,9.079,8.869
2015-01-15,9.021,9.222,9.279,9.012
2015-01-16,9.26,9.231,9.346,9.145
2015-01-19,9.117,8.955,9.288,8.821
2015-01-20,8.964,9.307,9.451,8.964
2015-01-21,9.288,9.718,9.918,9.288
2015-01-22,9.698,9.67,9.737,9.594
2015-01-23,9.679,9.584,9.737,9.508
2015-01-26,9.584,9.803,9.822,9.546
2015-01-27,9.794,9.727,9.965,9.613
2015-01-28,9.727,9.632,9.727,9.536
2015-01-29,9.622,9.508,9.689,9.489
2015-01-30,9.546,9.431,9.584,9.393
2015-02-02,9.365,9.374,9.431,9.269
2015-02-03,9.403,9.479,9.527,9.346
2015-02-04,9.479,9.527,9.613,9.441
2015-02-05,9.632,9.412,9.689,9.403
2015-02-06,9.327,9.584,9.594,9.222
2015-02-09,9.622,9.47,9.727,9.422
2015-02-10,9.451,9.441,9.489,9.346
2015-02-11,9.441,9.536,9.555,9.422
2015-02-12,9.555,9.632,9.689,9.508
2015-02-13,9.689,9.689,9.756,9.632
2015-02-16,9.708,9.937,9.946,9.708
2015-02-17,9.956,9.87,10.013,9.737
2015-02-25,9.87,9.946,10.118,9.87
2015-02-26,9.946,10.07,10.109,9.88
2015-02-27,10.061,10.061,10.147,10.013
2015-03-02,10.156,10.452,10.547,10.004
2015-03-03,10.347,10.376,10.528,10.28
2015-03-04,10.366,10.356,10.471,10.223
2015-03-05,10.376,10.662,10.7,10.271
2015-03-06,10.681,10.376,10.709,10.366
2015-03-09,10.347,10.5,10.566,10.233
2015-03-10,10.538,10.833,10.91,10.538
2015-03-11,10.967,11.434,11.501,10.871
2015-03-12,11.568,11.615,12.102,11.491
2015-03-13,11.73,11.93,12.054,11.682
2015-03-16,12.159,12.13,12.33,11.93
2015-03-17,12.35,12.693,12.788,12.216
2015-03-18,12.655,12.607,12.769,12.454
2015-03-19,12.493,12.598,12.674,12.397
2015-03-20,12.569,12.674,12.712,12.502
2015-03-23,12.674,12.903,13.151,12.435
2015-03-24,12.817,12.617,13.065,12.235
2015-03-25,12.645,13.647,13.875,12.54
2015-03-26,13.637,13.971,14.448,13.37
2015-03-27,13.971,13.99,14.39,13.685
2015-03-30,14.009,14.657,14.762,13.856
2015-03-31,14.619,14.123,14.781,14.018
2015-04-01,14.057,14.419,14.638,14.057
2015-04-02,14.419,15.258,15.334,14.324
2015-04-03,15.172,16.002,16.097,14.991
2015-04-07,16.002,16.555,16.641,15.754
2015-04-08,16.603,16.231,16.689,15.735
2015-04-09,16.317,15.401,16.355,14.972
2015-04-10,15.373,15.554,15.687,15.191
2015-04-13,16.116,16.345,16.641,15.878
2015-04-14,16.402,16.059,16.593,15.83
2015-04-15,16.059,14.836,16.166,14.593
2015-04-16,14.709,15.088,15.34,14.253
2015-04-17,15.049,15.117,15.622,15.049
2015-04-20,15.059,14.36,15.098,14.272
2015-04-21,14.37,15.137,15.243,14.37
2015-04-22,15.34,15.816,15.874,15.292
2015-04-23,15.816,15.583,15.933,15.506
2015-04-24,15.35,15.321,15.671,15.214
2015-04-27,15.321,15.214,15.612,15.049
2015-04-28,15.243,14.729,15.34,14.573
2015-04-29,14.69,14.874,15.146,14.564
2015-04-30,14.884,14.923,15.127,14.816
2015-05-04,14.855,14.991,15.001,14.573
2015-05-05,14.952,14.515,14.952,14.37
2015-05-06,14.515,14.894,15.03,14.467
2015-05-07,14.758,14.554,14.952,14.476
2015-05-08,14.651,15.564,15.7,14.622
2015-05-11,15.573,16.447,16.496,15.525
2015-05-12,16.467,16.457,16.554,16.069
2015-05-13,16.428,16.496,17.379,16.311
2015-05-14,16.341,16.476,16.7,15.758
2015-05-15,16.292,15.952,16.506,15.913
2015-05-18,15.836,16.117,16.273,15.777
2015-05-19,16.059,17.486,17.729,15.933
2015-05-20,17.476,19.205,19.234,17.467
2015-05-21,19.205,20.04,20.098,18.622
2015-05-22,20.098,19.37,20.098,19.03
2015-05-25,19.04,19.515,19.603,18.622
2015-05-26,19.515,21.467,21.467,19.127
2015-05-27,21.749,22.253,23.253,21.749
2015-05-28,22.195,20.03,22.914,20.03
2015-05-29,19.418,20.778,21.088,19.331
2015-06-01,21.438,22.855,22.855,21.438
2015-06-02,23.69,25.137,25.137,23.69
2015-06-03,25.778,25.069,26.341,23.787
2015-06-04,24.855,24.778,26.215,22.564
2015-06-05,24.894,24.263,25.419,23.875
2015-06-08,23.943,23.457,24.147,22.817
2015-06-09,23.593,23.253,23.787,22.914
2015-06-10,23.234,24.389,24.564,22.962
2015-06-11,24.321,24.613,24.943,23.69
2015-06-12,24.729,24.283,24.836,24.079
2015-06-15,24.283,23.05,24.283,23.011
2015-06-16,22.36,21.622,22.768,21.36
2015-06-17,21.477,22.205,22.506,20.943
2015-06-18,22.02,21.253,22.205,21.166
2015-06-19,20.758,19.127,20.875,19.127
2015-06-23,19.137,19.69,19.719,17.214
2015-06-24,19.952,20.438,20.719,19.69
2015-06-25,21.244,21.341,22.486,19.399
2015-06-26,20.263,19.205,20.729,19.205
2015-06-29,19.884,17.282,20.185,17.282
2015-06-30,16.797,18.166,18.836,15.554
2015-07-01,18.059,16.36,18.758,16.35
2015-07-02,16.467,14.729,16.729,14.729
2015-07-03,13.593,13.253,14.787,13.253
2015-07-08,11.933,11.933,11.933,11.933
2015-07-09,10.738,13.127,13.127,10.738
2015-07-10,13.981,14.438,14.438,13.593
2015-07-13,15.874,15.884,15.884,14.806
2015-07-14,16.35,16.826,17.476,15.884
2015-07-15,15.923,15.146,16.603,15.146
2015-07-16,14.467,15.544,16.02,13.836
2015-07-17,15.583,16.496,16.875,15.515
2015-07-20,16.554,16.7,17.457,16.263
2015-07-21,16.797,16.603,16.981,16.321
2015-07-22,16.603,17.078,17.166,16.408
2015-07-23,17.088,17.525,17.661,16.904
2015-07-24,17.574,16.865,17.768,16.195
2015-07-27,16.506,15.175,16.797,15.175
2015-07-28,14.224,14.505,15.399,13.661
2015-07-29,14.874,15.379,15.389,14.088
2015-07-30,15.146,14.408,15.583,14.292
2015-07-31,14.292,14.224,14.729,13.971
2015-08-03,14.137,13.787,14.583,13.107
2015-08-04,13.787,14.68,14.7,13.399
2015-08-05,14.583,14.457,14.884,14.292
2015-08-06,14.098,14.253,14.564,14.03
2015-08-07,14.37,14.758,14.855,14.282
2015-08-10,15.117,15.671,15.69,14.884
2015-08-11,15.632,15.836,16.292,15.438
2015-08-12,15.777,15.476,16.049,15.438
2015-08-13,15.37,15.991,16.049,15.224
2015-08-14,16.282,16.127,16.496,16.02
2015-08-17,16.117,16.331,16.35,15.35
2015-08-18,16.35,14.7,16.457,14.7
2015-08-19,14.399,15.03,15.146,13.612
2015-08-20,14.855,15.03,15.923,14.544
2015-08-21,14.661,13.612,14.855,13.544
2015-08-24,13.059,12.253,13.641,12.253
2015-08-25,11.078,11.088,12.884,11.03
2015-08-26,11.36,11.35,12.195,11.03
2015-08-27,11.709,12.156,12.253,11.36
2015-08-28,12.36,12.894,13.078,12.224
2015-08-31,12.816,12.389,12.816,12.234
2015-09-01,12.234,11.146,12.234,11.146
2015-09-02,10.68,10.7,11.534,10.389
2015-09-07,11.068,10.913,11.505,10.68
2015-09-08,10.913,11.806,11.816,10.69
2015-09-09,12.03,12.467,12.622,11.787
2015-09-10,12.35,12.302,12.748,12.068
2015-09-11,12.302,12.476,12.505,12.107
2015-09-14,12.486,11.234,12.593,11.234
2015-09-15,11.068,10.486,11.457,10.399
2015-09-16,10.544,11.525,11.534,10.544
2015-09-17,11.534,11.059,11.942,10.806
2015-09-18,11.185,11.311,11.389,10.981
2015-09-21,11.098,12.02,12.117,11.068
2015-09-22,11.942,12.059,12.272,11.942
2015-09-23,11.942,11.68,12.107,11.457
2015-09-24,11.709,11.903,11.981,11.709
2015-09-25,11.952,11.505,12.02,11.437
2015-09-28,11.534,11.709,11.845,11.301
2015-09-29,11.554,11.117,11.632,10.971
2015-09-30,11.214,11.107,11.292,11.0
2015-10-08,11.593,12.214,12.214,11.505
2015-10-09,12.282,12.884,13.049,12.088
2015-10-12,12.836,14.175,14.175,12.816
2015-10-13,13.768,14.166,14.195,13.651
2015-10-14,14.098,14.001,14.535,13.991
2015-10-15,13.884,14.302,14.505,13.797
2015-10-16,14.564,14.379,14.981,14.127
2015-10-19,14.37,13.971,14.418,13.865
2015-10-20,13.991,14.758,14.933,13.971
2015-10-21,14.564,13.282,14.748,13.282
2015-10-22,13.486,13.729,13.816,12.942
2015-10-23,13.738,14.127,14.292,13.671
2015-10-26,14.37,14.34,14.525,14.039
2015-10-27,14.263,14.68,14.729,13.738
2015-10-28,14.564,14.01,15.137,13.816
2015-10-29,14.127,13.816,14.311,13.544
2015-10-30,13.787,13.836,14.049,13.505
2015-11-02,13.603,13.612,13.913,13.505
2015-11-03,13.69,13.738,13.826,13.515
2015-11-04,13.836,14.564,14.632,13.806
2015-11-05,14.564,14.748,14.845,14.088
2015-11-06,14.632,15.107,15.166,14.612
2015-11-09,14.874,14.904,15.137,14.467
2015-11-10,14.758,15.166,15.282,14.583
2015-11-11,15.127,15.709,15.758,14.777
2015-11-12,15.632,15.078,15.661,14.855
2015-11-13,14.884,14.554,14.952,14.408
2015-11-16,14.205,14.981,15.01,14.185
2015-11-17,15.117,14.651,15.253,14.573
2015-11-18,14.719,14.671,14.787,14.447
2015-11-19,14.806,15.069,15.098,14.564
2015-11-20,15.175,15.166,15.243,14.884
2015-11-23,15.185,15.826,15.923,15.098
2015-11-24,15.651,15.991,16.02,15.243
2015-11-25,16.001,15.777,16.117,15.583
2015-11-26,15.797,15.923,16.243,15.719
2015-11-27,15.845,15.544,16.7,15.447
2015-11-30,15.554,16.107,16.224,14.476
2015-12-01,15.972,16.826,16.981,15.515
2015-12-02,16.574,17.302,17.748,16.185
2015-12-03,17.117,17.234,17.69,16.991
2015-12-04,17.001,16.855,17.282,16.515
2015-12-07,16.855,16.904,17.457,16.69
2015-12-08,16.748,16.195,16.787,16.146
2015-12-09,16.311,16.282,16.525,16.107
2015-12-10,16.04,15.972,16.36,15.904
2015-12-11,15.972,15.622,16.059,15.544
2015-12-14,15.438,16.137,16.156,15.331
2015-12-15,16.214,16.156,16.457,16.059
2015-12-16,16.195,16.447,16.7,16.195
2015-12-17,16.467,16.709,16.826,16.467
2015-12-18,16.797,16.467,17.049,16.37
2015-12-21,16.36,16.408,16.486,16.185
2015-12-22,16.379,16.612,16.622,16.282
2015-12-23,16.574,16.107,16.574,16.03
2015-12-24,16.02,15.709,16.069,15.535
2015-12-25,15.729,15.972,15.981,15.729
2015-12-28,15.981,15.389,16.195,15.292
2015-12-29,15.486,15.467,15.593,15.127
2015-12-30,15.564,15.739,15.826,15.496
2015-12-31,15.777,15.224,15.777,15.205
2016-01-04,15.185,13.768,15.214,13.738
2016-01-05,13.117,13.486,13.768,12.7
2016-01-06,13.671,13.904,13.971,13.311
2016-01-07,13.457,12.515,13.496,12.515
2016-01-08,12.836,12.787,13.088,12.039
2016-01-11,12.719,11.622,12.962,11.505
2016-01-12,11.758,12.098,12.331,11.632
2016-01-13,12.234,11.913,12.554,11.865
2016-01-14,11.797,12.738,12.748,11.651
2016-01-15,12.622,12.01,12.719,11.845
2016-01-18,11.845,12.369,12.622,11.806
2016-01-19,12.311,12.816,12.865,12.282
2016-01-20,12.738,12.593,12.894,12.408
2016-01-21,12.321,11.845,12.593,11.835
2016-01-22,11.991,11.855,12.039,11.457
2016-01-25,12.049,11.933,12.059,11.68
2016-01-26,11.748,10.748,11.748,10.738
2016-01-27,10.777,10.253,10.894,9.903
2016-01-28,10.01,9.826,10.243,9.729
2016-01-29,9.729,10.418,10.544,9.729
2016-02-01,10.389,10.243,10.476,10.117
2016-02-02,10.34,10.641,10.787,10.204
2016-02-03,10.389,10.661,10.7,10.389
2016-02-04,10.651,11.185,11.253,10.651
2016-02-05,11.166,11.088,11.301,11.068
2016-02-15,10.602,10.971,11.039,10.602
2016-02-16,11.098,11.457,11.515,10.971
2016-02-17,11.369,11.709,11.845,11.331
2016-02-18,11.719,11.651,11.845,11.544
2016-02-19,11.632,11.622,11.68,11.505
2016-02-22,11.719,11.952,12.001,11.661
2016-02-23,11.962,11.777,12.001,11.67
2016-02-24,11.748,11.738,11.874,11.292
2016-02-25,11.593,10.564,11.641,10.564
2016-02-26,10.787,10.564,10.874,10.253
2016-02-29,10.525,10.0,10.67,9.699
2016-03-01,10.136,10.301,10.369,9.962
2016-03-02,10.263,10.894,10.962,10.263
2016-03-03,11.068,10.942,11.272,10.913
2016-03-04,10.923,10.583,11.039,10.224
2016-03-07,10.632,10.991,11.068,10.632
2016-03-08,10.962,11.049,11.049,10.253
2016-03-09,10.641,10.816,10.913,10.641
2016-03-10,10.835,10.709,10.952,10.68
2016-03-11,10.369,10.593,10.661,10.35
2016-03-14,10.7,10.962,11.127,10.7
2016-03-15,10.981,11.02,11.185,10.874
2016-03-16,11.059,10.719,11.185,10.602
2016-03-17,10.738,11.098,11.117,10.69
2016-03-18,11.136,11.515,11.641,11.059
2016-03-21,11.602,11.768,11.855,11.525
2016-03-22,11.748,11.758,11.874,11.67
2016-03-23,11.651,11.933,11.962,11.651
2016-03-24,11.797,11.748,12.078,11.7
2016-03-25,11.738,11.748,11.913,11.534
2016-03-28,11.768,11.971,12.263,11.758
2016-03-29,11.903,11.651,12.03,11.534
2016-03-30,11.729,12.224,12.272,11.729
2016-03-31,12.224,12.263,12.457,12.136
2016-04-01,12.156,12.001,12.214,11.719
2016-04-05,11.971,12.399,12.428,11.942
2016-04-06,12.389,12.622,12.661,12.263
2016-04-07,12.68,12.292,12.709,12.243
2016-04-08,12.243,12.068,12.331,11.758
2016-04-11,12.185,12.389,12.622,12.185
2016-04-12,12.428,12.302,12.476,12.117
2016-04-13,12.331,12.486,12.7,12.331
2016-04-14,12.515,12.554,12.583,12.408
2016-04-15,12.603,12.855,12.874,12.437
2016-04-18,12.709,12.457,12.787,12.369
2016-04-19,12.496,12.544,12.661,12.428
2016-04-20,12.583,11.903,12.612,11.573
2016-04-21,11.797,11.612,12.02,11.534
2016-04-22,11.505,11.729,11.738,11.496
2016-04-25,11.7,11.515,11.719,11.379
2016-04-26,11.534,11.806,11.826,11.476
2016-04-27,11.835,11.874,11.942,11.787
2016-04-28,11.874,11.758,11.923,11.534
2016-04-29,11.602,11.933,12.02,11.602
2016-05-03,11.923,12.263,12.292,11.855
2016-05-04,12.204,12.175,12.331,12.127
2016-05-05,12.234,12.214,12.263,12.098
2016-05-06,12.273,11.622,12.273,11.612
2016-05-09,11.602,11.198,11.602,11.089
2016-05-10,11.198,11.139,11.306,11.129
2016-05-11,11.198,10.971,11.257,10.961
2016-05-12,10.863,10.932,10.941,10.606
2016-05-13,10.853,10.744,11.04,10.636
2016-05-16,10.645,10.833,10.932,10.606
2016-05-17,10.922,11.02,11.089,10.359
2016-05-18,10.853,10.675,11.011,10.557
2016-05-19,10.675,10.379,10.863,10.349
2016-05-20,10.31,10.438,10.458,10.211
2016-05-23,10.468,10.557,10.596,10.438
2016-05-24,10.596,10.33,10.596,10.251
2016-05-25,10.458,10.448,10.527,10.261
2016-05-26,10.409,10.448,10.497,10.172
2016-05-27,10.428,10.448,10.547,10.369
2016-05-30,10.369,10.369,10.557,10.29
2016-05-31,10.409,10.823,10.853,10.409
2016-06-01,10.823,10.843,10.991,10.764
2016-06-02,10.892,11.03,11.06,10.754
2016-06-03,11.05,10.961,11.089,10.833
2016-06-06,10.961,10.922,11.001,10.823
2016-06-07,11.02,12.017,12.017,11.02
2016-06-08,12.352,13.22,13.22,12.352
2016-06-13,13.112,12.806,13.408,12.707
2016-06-14,12.905,12.392,13.003,12.185
2016-06-15,12.313,13.635,13.635,12.254
2016-06-16,14.0,14.75,14.996,13.467
2016-06-17,14.404,16.013,16.23,14.276
2016-06-20,15.618,15.391,15.983,15.046
2016-06-21,15.391,14.977,15.549,14.483
2016-06-22,14.513,14.789,14.878,14.158
2016-06-23,14.691,14.414,14.71,14.266
2016-06-24,14.552,14.256,14.671,13.615
2016-06-27,14.306,14.582,14.592,14.128
2016-06-28,14.503,14.217,14.503,13.911
2016-06-29,14.306,14.414,14.582,14.207
2016-06-30,14.503,14.286,15.223,14.177
2016-07-01,14.089,13.872,14.108,13.674
2016-07-04,13.803,13.951,14.0,13.714
2016-07-05,13.941,14.069,14.138,13.763
2016-07-06,14.0,13.783,14.079,13.674
2016-07-07,13.714,14.03,14.049,13.674
2016-07-08,14.02,13.941,14.148,13.872
2016-07-11,13.941,13.773,14.01,13.763
2016-07-12,13.734,13.586,13.842,13.102
2016-07-13,13.595,13.862,13.901,13.536
2016-07-14,13.842,13.783,13.862,13.664
2016-07-15,13.763,13.783,13.812,13.605
2016-07-18,13.812,13.447,13.812,13.418
2016-07-19,13.467,13.388,13.467,13.27
2016-07-20,13.418,13.497,13.664,13.349
2016-07-21,13.438,13.368,13.625,13.339
2016-07-22,13.359,13.201,13.408,13.171
2016-07-25,13.438,13.704,13.714,13.349
2016-07-26,13.674,13.803,13.803,13.566
2016-07-27,13.842,12.767,13.842,12.757
2016-07-28,12.737,12.51,12.925,12.303
2016-07-29,12.431,12.382,12.569,12.293
2016-08-01,12.254,12.441,12.579,12.027
2016-08-02,12.392,12.5,12.51,12.362
2016-08-03,12.451,12.53,12.569,12.382
2016-08-04,12.49,12.569,12.609,12.333
2016-08-05,12.52,12.342,12.54,12.333
2016-08-08,12.333,12.421,12.431,12.135
2016-08-09,12.382,12.688,12.717,12.352
2016-08-10,12.678,12.54,12.767,12.5
2016-08-11,12.441,12.234,12.51,12.214
2016-08-12,12.234,12.52,12.54,12.204
2016-08-15,12.54,12.767,12.826,12.362
2016-08-16,12.747,12.836,12.944,12.727
2016-08-17,12.836,12.895,12.925,12.727
2016-08-18,12.777,12.658,12.826,12.629
2016-08-19,12.678,13.053,13.102,12.648
2016-08-22,13.132,12.698,13.151,12.629
2016-08-23,12.648,12.609,12.767,12.579
2016-08-24,12.629,12.619,12.717,12.569
2016-08-25,12.52,12.55,12.559,12.333
2016-08-26,12.55,12.52,12.717,12.5
2016-08-29,12.52,12.688,12.688,12.461
2016-08-30,12.727,12.707,12.767,12.658
2016-08-31,12.717,12.638,12.747,12.54
2016-09-01,12.599,12.747,12.974,12.589
2016-09-02,12.629,12.658,12.905,12.589
2016-09-05,12.638,12.609,12.777,12.559
2016-09-06,12.619,12.737,12.747,12.333
2016-09-07,12.707,12.757,12.885,12.698
2016-09-08,12.796,12.895,13.122,12.786
2016-09-09,12.915,12.767,12.934,12.747
2016-09-12,12.382,12.056,12.569,12.046
2016-09-13,12.115,12.086,12.194,12.027
2016-09-14,12.007,11.977,12.076,11.918
2016-09-19,12.007,12.125,12.155,11.968
2016-09-20,12.125,12.175,12.204,12.066
2016-09-21,12.175,12.165,12.244,12.125
2016-09-22,12.224,12.402,12.481,12.214
2016-09-23,12.53,12.51,12.589,12.421
2016-09-26,12.51,12.175,12.53,12.165
2016-09-27,12.125,12.254,12.303,12.086
2016-09-28,12.254,12.204,12.283,12.194
2016-09-29,12.214,12.204,12.342,12.165
2016-09-30,12.214,12.194,12.273,12.145
2016-10-10,12.214,12.5,12.51,12.214
2016-10-11,12.5,12.629,12.717,12.461
2016-10-12,12.638,12.707,12.737,12.51
2016-10-13,12.826,12.609,12.895,12.352
2016-10-14,12.648,12.826,12.855,12.55
2016-10-17,12.925,12.589,12.925,12.52
2016-10-18,12.688,12.836,12.895,12.569
2016-10-19,12.875,12.737,12.885,12.688
2016-10-20,12.777,12.865,12.974,12.757
2016-10-21,12.826,12.777,12.875,12.609
2016-10-24,12.826,12.915,12.944,12.777
2016-10-25,12.934,12.934,13.082,12.855
2016-10-26,12.934,12.757,12.994,12.717
2016-10-27,12.786,12.846,12.855,12.688
2016-10-28,12.727,12.698,12.895,12.688
2016-10-31,12.698,12.619,12.777,12.53
2016-11-01,12.589,12.668,12.698,12.55
2016-11-02,12.599,12.559,12.747,12.55
2016-11-03,12.579,12.698,12.806,12.55
2016-11-04,12.727,12.767,12.786,12.668
2016-11-07,12.747,12.678,12.757,12.599
2016-11-08,12.727,12.865,12.934,12.648
2016-11-09,12.816,12.658,12.905,12.54
2016-11-10,12.707,12.984,13.033,12.707
2016-11-11,12.994,12.984,13.053,12.925
2016-11-14,12.984,13.023,13.072,12.905
2016-11-15,13.023,13.013,13.053,12.925
2016-11-16,13.013,12.964,13.142,12.954
2016-11-17,12.954,12.885,12.954,12.806
2016-11-18,12.915,12.846,12.934,12.826
2016-11-21,12.816,13.023,13.072,12.737
2016-11-22,13.023,13.023,13.053,12.934
2016-11-23,13.023,13.211,13.438,12.954
2016-11-24,13.043,12.944,13.309,12.875
2016-11-25,12.944,12.905,13.023,12.678
2016-11-28,12.944,12.846,12.984,12.806
2016-11-29,12.826,12.727,12.964,12.688
2016-11-30,12.678,12.658,12.767,12.589
2016-12-01,12.678,12.707,12.846,12.638
2016-12-02,12.668,12.323,12.757,12.313
2016-12-05,12.244,12.293,12.411,12.185
2016-12-06,12.372,12.273,12.411,12.244
2016-12-07,12.323,12.411,12.441,12.254
2016-12-08,12.451,12.352,12.461,12.333
2016-12-09,12.382,12.323,12.421,12.293
2016-12-12,12.323,11.336,12.402,11.316
2016-12-13,11.445,11.257,11.445,11.119
2016-12-14,11.237,11.05,11.306,11.001
2016-12-15,11.099,11.218,11.277,11.04
2016-12-16,11.218,11.366,11.405,11.168
2016-12-19,11.366,11.306,11.405,11.257
2016-12-20,11.277,11.415,11.514,11.277
2016-12-21,11.514,11.78,11.829,11.425
2016-12-22,11.691,11.612,11.77,11.533
2016-12-23,11.563,11.474,11.662,11.464
2016-12-26,11.376,11.553,11.583,11.228
2016-12-27,11.464,11.573,11.691,11.464
2016-12-28,11.494,11.504,11.681,11.494
2016-12-29,11.583,11.622,11.77,11.474
2016-12-30,11.612,11.662,11.77,11.593
2017-01-03,11.77,11.81,11.829,11.681
2017-01-04,11.76,11.938,11.977,11.701
2017-01-05,11.928,11.859,12.125,11.849
2017-01-06,11.8,11.82,11.908,11.78
2017-01-09,11.79,11.839,11.898,11.731
2017-01-10,11.869,11.77,11.869,11.741
2017-01-11,11.77,11.612,11.82,11.602
2017-01-12,11.602,11.405,11.681,11.366
2017-01-13,11.484,11.326,11.662,11.297
2017-01-16,11.405,10.951,11.405,10.576
2017-01-17,10.941,11.03,11.07,10.675
2017-01-18,11.011,10.892,11.109,10.863
2017-01-19,10.853,10.833,10.892,10.724
2017-01-20,10.823,11.05,11.089,10.764
