date,open,close,high,low
2015-01-05,5.297,5.358,5.399,5.162
2015-01-06,5.297,5.59,5.65,5.26
2015-01-07,5.581,5.53,5.641,5.451
2015-01-08,5.53,5.595,5.725,5.399
2015-01-09,5.557,5.66,5.846,5.543
2015-01-12,5.553,5.386,5.622,5.386
2015-01-13,5.362,5.441,5.497,5.325
2015-01-14,5.446,5.804,5.827,5.376
2015-01-15,5.725,5.767,5.776,5.636
2015-01-16,5.692,5.692,5.966,5.674
2015-01-19,5.437,5.325,5.632,5.228
2015-01-20,5.344,5.483,5.497,5.344
2015-01-21,5.497,5.664,5.678,5.46
2015-01-22,5.655,5.655,5.72,5.553
2015-01-23,5.553,5.543,5.613,5.437
2015-01-26,5.534,5.855,5.892,5.488
2015-01-27,5.808,5.911,6.004,5.739
2015-01-28,5.855,5.79,5.925,5.767
2015-01-29,5.729,5.799,5.878,5.674
2015-01-30,5.776,5.65,5.906,5.65
2015-02-02,5.567,5.715,5.739,5.52
2015-02-03,5.734,5.729,5.808,5.715
2015-02-04,5.72,5.92,5.948,5.674
2015-02-05,5.892,5.836,6.031,5.827
2015-02-06,5.808,5.873,6.115,5.79
2015-02-09,5.864,6.078,6.134,5.725
2015-02-10,6.083,6.087,6.115,5.971
2015-02-11,6.087,6.175,6.222,5.976
2015-02-12,6.138,6.064,6.203,6.05
2015-02-13,6.064,6.045,6.161,6.022
2015-02-16,6.045,6.208,6.254,6.004
2015-02-17,6.213,6.357,6.58,6.18
2015-02-25,6.319,6.728,6.803,6.273
2015-02-26,6.728,6.696,6.854,6.552
2015-02-27,6.691,6.663,6.812,6.575
2015-03-02,6.687,6.738,6.738,6.454
2015-03-03,6.654,6.477,6.654,6.464
2015-03-04,6.431,6.505,6.57,6.412
2015-03-05,6.505,6.594,6.622,6.436
2015-03-06,6.57,6.329,6.635,6.282
2015-03-09,6.31,6.398,6.431,6.278
2015-03-10,6.394,6.496,6.519,6.394
2015-03-11,6.491,6.292,6.491,6.236
2015-03-12,6.296,6.319,6.357,6.194
2015-03-13,6.333,6.319,6.357,6.282
2015-03-16,6.347,6.57,6.635,6.347
2015-03-17,6.556,6.575,6.598,6.464
2015-03-18,6.58,6.701,6.761,6.556
2015-03-19,6.682,6.58,6.682,6.538
2015-03-20,6.622,6.598,6.714,6.519
2015-03-23,6.631,6.724,6.752,6.57
2015-03-24,6.756,6.533,6.803,6.371
2015-03-25,6.529,6.575,6.654,6.45
2015-03-26,6.57,6.487,6.57,6.454
2015-03-27,6.487,6.552,6.57,6.454
2015-03-30,6.482,6.728,6.761,6.482
2015-03-31,6.742,6.654,6.789,6.622
2015-04-01,6.654,6.97,7.058,6.654
2015-04-02,6.975,7.026,7.105,6.886
2015-04-03,6.933,7.198,7.393,6.933
2015-04-07,7.202,7.226,7.249,7.142
2015-04-08,7.24,7.077,7.272,7.016
2015-04-09,7.03,6.933,7.1,6.775
2015-04-10,6.854,7.035,7.072,6.849
2015-04-13,7.068,7.216,7.295,7.063
2015-04-14,7.24,7.147,7.342,7.109
2015-04-15,7.133,6.868,7.133,6.826
2015-04-16,6.854,6.914,6.984,6.598
2015-04-17,6.951,6.914,6.998,6.886
2015-04-20,6.812,6.622,6.91,6.622
2015-04-21,6.612,6.84,6.858,6.612
2015-04-22,6.84,7.086,7.184,6.84
2015-04-23,7.133,7.123,7.161,6.956
2015-04-24,7.04,7.235,7.253,6.947
2015-04-27,7.272,7.639,7.876,7.272
2015-04-28,7.518,7.193,7.583,7.04
2015-04-29,7.109,7.444,7.528,7.063
2015-04-30,7.476,7.253,7.569,7.244
2015-05-04,7.226,7.569,7.569,7.165
2015-05-05,7.486,7.565,7.611,7.305
2015-05-06,7.463,7.509,7.862,7.305
2015-05-07,7.574,7.249,7.737,6.97
